seconds,id,lineage,generation,cells,genome_nodes,modules,branches,width,height,speed,heading,motors,sensors,storage,attackers,neural_rate,geometry_rate,property_rate,role_rate,insert_rate,erase_rate,duplication_rate,deletion_rate,copy_rate,move_rate,constructor_rate,meta_rate,neural_magnitude,geometry_magnitude,property_magnitude,acquired_energy,extracted_energy,converted_energy,age,parent,parent_lineage,defenders,memory,senders,receivers,paid_thrust
60,2,3,0,9,9,1,2,4.98634,6.05539,0.453581,-0.631063,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,22.0544,0,0,60.0056,4294967295,4294967295,0,0,0,0,2.09149
60,3,4,0,7,3,2,1,3.70958,3.2963,0.194183,-2.53213,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,12.12,0,0,60.0056,4294967295,4294967295,0,0,0,0,1.37201
60,4,1,1,5,5,1,1,1.64166,1.93251,1.37086e-05,1.01969,0,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.08,0,0,59.9972,0,1,0,0,0,0,0
60,5,2,1,4,4,1,1,1.62712,1.25637,0.431034,-1.26418,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,9.84,0,0,59.9972,1,2,0,0,0,0,0.583853
60,6,3,1,9,9,1,2,5.65668,5.64557,0.488594,2.58329,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,21.1869,0,0,59.9972,2,3,0,0,0,0,2.42537
60,7,4,1,7,3,2,1,3.5892,3.66448,0.216688,-2.88918,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,14.0859,0,0,59.9972,3,4,0,0,0,0,1.37201
60,8,4,2,7,3,2,1,3.46498,3.76881,0.160592,1.80537,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,9.67411,0,0,51.5954,7,4,0,0,0,0,1.37201
60,9,2,2,4,4,1,1,1.26871,1.71322,0.285791,-0.392405,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.28,0,0,49.9784,5,2,0,0,0,0,0.522922
60,10,3,2,8,9,1,1,5.8015,3.29903,0.259419,1.2173,1,1,9.6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,6.908,0,0,49.1949,6,3,0,0,0,0,0
60,11,2,1,4,4,1,1,1.26106,1.72629,0.455428,-2.77755,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,9.21107,0,0,49.1783,1,2,0,0,0,0,0.781145
60,17,2,2,4,4,1,1,1.33845,1.50813,0.228194,2.52553,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.29522,0,0,20.0248,11,2,0,0,0,0,0.537217
60,19,2,2,4,4,1,1,1.24904,1.78089,0.227893,-0.364226,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,0.6,0,0,15.8915,5,2,0,0,0,0,0.528245
60,24,2,2,4,4,1,1,2.35504,1.02395,0.949289,-1.35854,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,0,0,0,9.20828,11,2,0,0,0,0,1.27302
90,0,1,0,5,5,1,1,2.08345,1.46943,0.035685,0.467723,0,0,13.2,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,14.76,0,0,90.0001,4294967295,4294967295,0,0,0,0,0
90,1,2,0,4,4,1,1,1.1066,1.9794,0.603809,-2.91363,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,16.2502,0,0,90.0001,4294967295,4294967295,0,0,0,0,1.15992
90,2,3,0,9,9,1,2,6.81218,2.48652,0.3894,2.94945,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,40.1683,0,0,90.0001,4294967295,4294967295,0,0,0,0,2.27749
90,3,4,0,7,3,2,1,3.38468,3.07015,0.153548,2.58713,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,14.28,0,0,90.0001,4294967295,4294967295,0,0,0,0,1.37201
90,4,1,1,5,5,1,1,1.51308,1.95812,0.00467151,1.11475,0,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,8.16,0,0,89.9918,0,1,0,0,0,0,0
90,6,3,1,9,9,1,2,6.63246,2.77176,0.26389,-1.04354,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,24.6189,0,0,89.9918,2,3,0,0,0,0,1.99323
90,7,4,1,7,3,2,1,3.57377,3.38776,0.323683,-0.822996,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,17.9739,0,0,89.9918,3,4,0,0,0,0,1.37201
90,8,4,2,7,3,2,1,3.70051,3.37171,0.170927,2.09568,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,18.9061,0,0,81.5938,7,4,0,0,0,0,1.37201
90,10,3,2,8,9,1,1,6.8146,3.56131,0.34289,2.90068,1,1,9.6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,16.9554,0,0,79.1944,6,3,0,0,0,0,1.8603
90,11,2,1,4,4,1,1,1.2267,1.79884,0.335629,-0.399248,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,16.6326,0,0,79.1777,1,2,0,0,0,0,1.10433
90,14,4,3,7,3,2,1,3.52496,3.68975,0.218106,1.13324,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,12.2688,0,0,60.3557,8,4,0,0,0,0,1.37201
90,17,2,2,4,4,1,1,1.35357,1.54483,0.409511,2.53848,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,13.4307,0,0,50.0284,11,2,0,0,0,0,0.941548
90,20,1,1,5,5,1,1,1.29044,2.08923,0.00829999,-1.34272,0,0,13.2,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.6,0,0,45.8692,0,1,0,0,0,0,0
90,21,2,3,4,4,1,1,1.35555,1.67354,0.664687,-2.47325,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,7.92602,0,0,45.2274,17,2,0,0,0,0,1.26093
90,24,2,2,4,4,1,1,1.69892,1.29432,0.384051,1.02639,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,7.17982,0,0,39.2095,11,2,0,0,0,0,0.547107
90,25,3,1,9,9,1,2,2.0261,7.52204,0.196752,1.23546,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,8.41313,0,0,34.8085,2,3,0,0,0,0,1.89725
90,28,2,3,4,4,1,1,1.50074,1.31594,0.533015,1.04905,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,0.560982,0,0,27.8497,24,2,0,0,0,0,0.503179
90,29,4,4,7,3,2,1,3.43461,3.71908,0.213139,2.06897,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.91043,0,0,27.0997,14,4,0,0,0,0,1.37201
90,34,2,2,4,4,1,1,1.6474,1.25709,0.838963,1.22411,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,8.9185,0,0,24.1914,11,2,0,0,0,0,1.27302
90,37,4,3,7,3,2,1,3.78744,3.13293,0.0780956,0.823102,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.94207,0,0,21.0831,8,4,0,0,0,0,1.37201
90,38,2,4,4,4,1,1,1.06168,2.10411,0.514933,-3.11259,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,0.36,0,0,19.4831,21,2,0,0,0,0,0.995825
90,39,2,3,4,4,1,1,1.59874,1.29334,0.276145,1.19499,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.04,0,0,19.3915,34,2,0,0,0,0,0.842477
90,42,2,3,4,4,1,1,1.39767,1.45759,0.450384,0.628704,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.16,0,0,13.4665,17,2,0,0,0,0,1.11197
90,47,2,3,4,4,1,1,1.06484,2.22719,0.526701,-3.06427,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.72307,0,0,8.57495,34,2,0,0,0,0,0.642356
120,0,1,0,5,5,1,1,1.87676,1.8014,0.000396066,0.812831,0,0,13.2,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,18.6,0,0,119.993,4294967295,4294967295,0,0,0,0,0
120,1,2,0,4,4,1,1,1.71021,1.20649,0.69976,1.06997,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,22.1302,0,0,119.993,4294967295,4294967295,0,0,0,0,0.569374
120,2,3,0,9,9,1,2,5.97128,5.39049,0.275634,-1.49556,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,48.2711,0,0,119.993,4294967295,4294967295,0,0,0,0,2.00848
120,4,1,1,5,5,1,1,1.98333,1.35586,0.00116335,0.460997,0,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,10.92,0,0,119.984,0,1,0,0,0,0,0
120,7,4,1,7,3,2,1,3.81641,3.53202,0.0191276,-2.47441,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,24.5226,0,0,119.984,3,4,0,0,0,0,1.37201
120,8,4,2,7,3,2,1,3.29122,3.82328,0.193891,-1.03212,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,25.5742,0,0,111.586,7,4,0,0,0,0,1.37201
120,10,3,2,8,9,1,1,6.20919,5.06929,0.559869,1.5312,1,1,9.6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,29.0217,0,0,109.187,6,3,0,0,0,0,1.95594
120,14,4,3,7,3,2,1,3.76168,3.46692,0.184565,-0.61442,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,16.5888,0,0,90.35,8,4,0,0,0,0,1.37201
120,17,2,2,4,4,1,1,2.07262,1.06028,0.415409,-1.56059,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,18.3507,0,0,80.0275,11,2,0,0,0,0,0.94959
120,20,1,1,5,5,1,1,1.28885,2.09019,2.25022e-07,-1.33884,0,0,13.2,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,6.24,0,0,75.8702,0,1,0,0,0,0,0
120,21,2,3,4,4,1,1,1.21696,1.80887,0.213779,0.284887,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,12.8367,0,0,75.2287,17,2,0,0,0,0,0.750173
120,24,2,2,4,4,1,1,2.05327,1.07832,0.228648,1.71995,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,13.0598,0,0,69.2135,11,2,0,0,0,0,1.13452
120,25,3,1,9,9,1,2,3.52462,5.49275,0.594346,-2.52633,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,22.5662,0,0,64.8146,2,3,0,0,0,0,1.96436
120,26,3,3,9,9,1,2,5.74368,5.76242,0.449655,1.47397,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,14.0652,0,0,64.348,10,3,0,0,0,0,2.05566
120,29,4,4,7,3,2,1,3.61233,3.66747,0.259957,-0.254537,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,9.81443,0,0,57.105,14,4,0,0,0,0,1.37201
120,34,2,2,4,4,1,1,1.3892,1.56607,0.224554,0.80093,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,11.39,0,0,54.196,11,2,0,0,0,0,0.707924
120,37,4,3,7,3,2,1,3.51529,3.78681,0.0408135,-2.19345,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,9.0276,0,0,51.087,8,4,0,0,0,0,1.37201
120,42,2,3,4,4,1,1,1.33022,1.6635,0.474446,0.476788,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,6.96,0,0,43.4687,17,2,0,0,0,0,0.697948
120,43,2,2,4,4,1,1,1.38792,1.41244,0.393387,-2.49197,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.62474,0,0,43.377,11,2,0,0,0,0,0.526197
120,45,3,1,9,9,1,2,6.53838,5.0609,0.855269,0.865026,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,14.0605,0,0,40.1597,2,3,0,0,0,0,2.48691
120,46,2,4,4,4,1,1,1.31122,1.45221,0.47755,2.55832,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.04,0,0,38.6677,42,2,0,0,0,0,0.981675
120,47,2,3,4,4,1,1,1.34831,1.39935,0.30128,-0.979096,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,7.52307,0,0,38.576,34,2,0,0,0,0,1.01026
120,50,2,1,4,4,1,1,1.2538,1.54091,0.395486,-0.31945,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.76,0,0,34.1417,1,2,0,0,0,0,0.678459
120,51,2,4,4,4,1,1,2.037,1.17595,0.402979,1.26283,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,7.2,0,0,33.775,47,2,0,0,0,0,1.11938
120,52,1,1,5,5,1,1,1.34754,1.95583,0.000186031,-1.73813,0,0,13.2,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.32,0,0,33.4832,0,1,0,0,0,0,0
120,53,2,3,4,4,1,1,1.52094,1.39187,0.251755,2.28882,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,6.24,0,0,32.6497,17,2,0,0,0,0,1.27878
120,56,3,2,9,9,1,2,4.23381,4.49799,0.51037,0.801163,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.78644,0,0,29.358,45,3,0,0,0,0,2.8538
120,57,2,3,4,4,1,1,1.26203,1.66603,0.305686,-0.391152,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,1.08,0,0,28.1747,24,2,0,0,0,0,0.525894
120,58,2,4,4,4,1,1,1.75997,1.33135,0.257083,1.17069,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.20211,0,0,24.1331,21,2,0,0,0,0,0.527101
120,60,2,1,4,4,1,1,1.69224,1.24306,0.395665,1.03337,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3,0,0,22.4914,1,2,0,0,0,0,0.854879
120,61,2,4,4,4,1,1,1.12179,1.79936,0.45211,-0.179475,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.18635,0,0,22.4914,53,2,0,0,0,0,0.737393
120,62,2,3,4,4,1,1,1.26528,1.71581,0.260583,-2.78971,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,0.84,0,0,19.8414,17,2,0,0,0,0,0.879365
120,64,2,4,3,3,1,0,0.839505,1.30398,0.282499,-1.15563,1,1,3.6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,1.2,0,0,15.8415,47,2,0,0,0,0,0
120,65,2,5,4,4,1,1,1.41881,1.36931,0.491902,-0.717432,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.72,0,0,15.2915,51,2,0,0,0,0,1.05377
150,0,1,0,5,5,1,1,1.96831,1.83812,0.00848825,0.760752,0,0,13.2,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,22.5463,0,0,149.985,4294967295,4294967295,0,0,0,0,0
150,1,2,0,4,4,1,1,1.50135,1.37048,0.589334,2.2434,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,25.1302,0,0,149.985,4294967295,4294967295,0,0,0,0,1.23395
150,2,3,0,9,9,1,2,1.48719,7.45103,0.637937,-2.066,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,59.6324,0,0,149.985,4294967295,4294967295,0,0,0,0,2.04935
150,4,1,1,5,5,1,1,1.98897,1.45278,0.198556,0.452574,0,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,13.344,0,0,149.977,0,1,0,0,0,0,0
150,7,4,1,7,3,2,1,3.78571,3.4751,0.000617664,-1.45736,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,30.1866,0,0,149.977,3,4,0,0,0,0,1.37201
150,8,4,2,7,3,2,1,3.50241,3.64586,0.129818,-2.07447,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,28.3419,0,0,141.579,7,4,0,0,0,0,1.37201
150,10,3,2,8,9,1,1,3.96148,5.71165,0.163565,-1.55994,1,1,9.6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,35.111,0,0,139.18,6,3,0,0,0,0,0
150,20,1,1,5,5,1,1,1.28885,2.09019,9.08667e-11,-1.33884,0,0,13.2,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,9.84,0,0,105.863,0,1,0,0,0,0,0
150,24,2,2,4,4,1,1,1.05802,2.11954,0.317718,-0.060168,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,14.7398,0,0,99.2062,11,2,0,0,0,0,0.942787
150,25,3,1,9,9,1,2,3.62389,6.92115,0.365161,-1.2091,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,27.0845,0,0,94.8072,2,3,0,0,0,0,2.0249
150,26,3,3,9,9,1,2,3.31786,5.87474,0.428742,-0.46402,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,23.1844,0,0,94.3407,10,3,0,0,0,0,1.97045
150,29,4,4,7,3,2,1,3.18352,4.16529,0.0661971,0.0124808,3,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,14.9024,0,0,87.1008,14,4,0,0,0,0,1.37201
150,32,1,2,5,5,1,1,2.09577,1.36227,0.00038004,-2.71191,0,0,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.92,0,0,85.1763,4,1,0,0,0,0,0
150,34,2,2,4,4,1,1,1.56675,1.43497,0.506219,2.31624,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,15.902,0,0,84.1932,11,2,0,0,0,0,0.491422
150,45,3,1,9,9,1,2,2.42143,6.70122,0.0250567,2.00498,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,18.8948,0,0,70.1633,2,3,0,0,0,0,0.59641
150,47,2,3,4,4,1,1,1.30885,1.67387,0.566685,0.447739,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,12.2742,0,0,68.5803,34,2,0,0,0,0,0.512871
