seconds,id,lineage,generation,cell,parent,x,y,role,vx,vy,hue,mature
30,2,3,0,4,0,-3.59513,8.83295,0,0.417902,0.194046,0.34,1
30,2,3,0,5,4,-5.00542,8.7839,0,0.436205,-0.00602513,0.34,1
30,2,3,0,6,5,-6.08435,8.00265,0,0.315361,-0.142128,0.34,1
30,2,3,0,7,6,-7.14479,7.26217,0,0.126263,-0.00390589,0.34,1
30,2,3,0,8,7,-7.36772,5.93869,0,-0.228106,0.0338483,0.34,1
30,3,4,0,0,-1,3.78974,7.73546,1,-0.0231373,0.0528232,0.57,1
30,3,4,0,1,0,3.40001,6.60984,8,0.296306,-0.0837513,0.57,1
30,3,4,0,2,1,3.14254,5.66589,3,0.615829,-0.27181,0.57,1
30,3,4,0,3,0,4.88926,7.96435,8,-0.0681287,0.6073,0.57,1
30,3,4,0,4,3,5.88283,8.06166,3,-0.0991035,1.08801,0.57,1
30,3,4,0,5,0,3.05319,8.62655,8,-0.263285,-0.00608533,0.57,1
30,3,4,0,6,5,2.42733,9.40157,3,-0.696629,-0.295407,0.57,1
30,4,1,1,0,-1,-12.6626,-8.80078,1,-0.124343,0.153711,0.699,1
30,4,1,1,1,0,-12.7662,-7.98318,2,0.0666006,0.00653046,0.699,1
30,4,1,1,2,0,-13.3662,-9.36683,8,-0.105594,0.25027,0.699,1
30,4,1,1,3,0,-12.0067,-9.1006,8,-0.241987,0.0761466,0.699,1
30,4,1,1,4,1,-12.8618,-7.23156,0,0.10021,-0.101807,0.699,1
30,5,2,1,0,-1,12.5651,-6.92528,1,0.477224,-0.289388,0.089,1
30,5,2,1,1,0,13.3697,-7.43823,4,0.440945,-0.315551,0.089,1
30,5,2,1,2,1,13.3395,-6.00927,3,0.306599,-0.309478,0.089,1
30,5,2,1,3,1,12.0863,-7.61372,3,0.425413,-0.242168,0.089,1
30,6,3,1,0,-1,-12.3446,5.90625,1,0.101269,-0.117239,0.339,1
30,6,3,1,1,0,-13.4024,5.70508,4,0.161211,-0.0749553,0.339,1
30,6,3,1,2,1,-12.7517,4.60386,3,0.515473,0.121432,0.339,1
30,6,3,1,3,1,-13.0277,6.98645,3,0.243898,-0.0438667,0.339,1
30,6,3,1,4,0,-11.2557,6.49222,0,0.206749,-0.232609,0.339,1
30,6,3,1,5,4,-10.2741,7.35006,0,0.0542562,-0.342664,0.339,1
30,6,3,1,6,5,-10.1129,8.59779,0,0.0803388,-0.232045,0.339,1
30,6,3,1,7,6,-9.39995,9.59641,0,0.0152837,-0.0555421,0.339,1
30,6,3,1,8,7,-9.27201,10.8855,0,-0.108043,-0.00104246,0.339,1
30,7,4,1,0,-1,0.74406,1.85816,1,0.521747,-0.0235847,0.571,1
30,7,4,1,1,0,1.82991,2.33302,8,0.162978,0.471017,0.571,1
30,7,4,1,2,1,2.76749,2.68007,3,-0.0285537,0.809278,0.571,1
30,7,4,1,3,0,-0.120811,2.60892,8,0.427011,-0.469523,0.571,1
30,7,4,1,4,3,-0.755187,3.27724,3,0.298713,-0.379773,0.571,1
30,7,4,1,5,0,0.618138,0.683434,8,0.81336,0.0772764,0.571,1
30,7,4,1,6,5,0.502485,-0.309257,3,1.17917,0.0918073,0.571,1
30,8,4,2,0,-1,-0.400774,1.85933,1,-0.230064,-0.264105,0.571,1
30,8,4,2,1,0,-0.463487,0.718716,8,0.03679,-0.335538,0.571,1
30,8,4,2,2,1,-0.734392,-0.219725,3,0.721108,-0.446272,0.571,1
30,8,4,2,3,0,0.560197,2.65192,8,-0.72626,0.022994,0.571,1
30,8,4,2,4,3,1.39393,3.25532,3,-0.889535,0.274812,0.571,1
30,8,4,2,5,0,-1.35073,2.46192,8,-0.159641,0.076825,0.571,1
30,8,4,2,6,5,-1.90023,3.36018,3,-2.80251,-0.92627,0.571,1
30,9,2,2,0,-1,13.3322,-6.72488,1,0.494632,-0.301635,0.09,0
30,10,3,2,0,-1,-11.4567,5.91927,1,-0.0371403,0.0742499,0.338,0
30,10,3,2,1,0,-10.395,5.94122,4,-0.101892,0.389507,0.338,0
30,10,3,2,2,1,-11.0714,7.1055,3,-0.282601,0.306835,0.338,0
30,10,3,2,3,1,-11.1041,4.87633,3,0.265835,0.100964,0.338,0
30,10,3,2,4,0,-12.5685,6.46789,0,-0.204082,-0.252382,0.338,0
30,11,2,1,0,-1,9.94287,-10.8674,1,-0.178052,-0.340816,0.089,0
30,11,2,1,1,0,9.34844,-11.7443,4,0.0878505,-0.519224,0.089,0
30,11,2,1,2,1,10.7386,-11.5703,3,0.0316549,-0.0591401,0.089,0
30,12,4,1,0,-1,3.06462,7.97794,1,-0.0204291,0.175314,0.569,0
30,12,4,1,1,0,1.94978,8.24311,8,-0.0782001,-0.550617,0.569,0
30,12,4,1,2,1,1.07166,8.76624,3,-0.533634,-1.22586,0.569,0
30,12,4,1,3,0,3.63317,7.0153,8,0.0554081,0.439489,0.569,0
30,13,3,1,0,-1,-3.96047,8.0576,1,0.164653,0.164943,0.339,1
30,13,3,1,1,0,-4.24096,9.03782,4,0.375688,0.175469,0.339,1
30,13,3,1,2,1,-5.18739,8.12274,3,0.207235,0.267398,0.339,1
30,13,3,1,3,1,-3.16826,8.21725,3,-0.107115,-0.393794,0.339,1
30,13,3,1,4,0,-3.4746,6.88181,0,0.0192253,0.116695,0.339,1
30,13,3,1,5,4,-2.81246,5.74249,0,-0.0610766,-0.0288091,0.339,1
30,13,3,1,6,5,-1.943,4.77555,0,-0.207951,-0.240718,0.339,1
30,13,3,1,7,6,-0.659423,4.37923,0,-0.244575,-0.453204,0.339,1
60,0,1,0,0,-1,-12.2937,-11.1848,1,0.00112483,0.012832,0.7,1
60,0,1,0,1,0,-11.4702,-11.106,8,-0.0140995,0.00493266,0.7,1
60,0,1,0,2,0,-12.7623,-10.5128,8,-0.0116781,0.00875953,0.7,1
60,0,1,0,3,0,-12.6051,-11.8288,8,0.0280226,0.0168398,0.7,1
60,0,1,0,4,1,-10.7219,-11.0075,0,-0.0178287,-0.0248214,0.7,1
60,1,2,0,0,-1,14.2727,-22.6525,1,-0.591447,0.0384681,0.09,1
60,1,2,0,1,0,13.2555,-22.3702,4,-0.57652,-0.05732,0.09,1
60,1,2,0,2,1,13.8522,-23.648,3,-0.24791,0.0952263,0.09,1
60,1,2,0,3,1,14.3671,-21.6773,3,-0.563215,-0.0402569,0.09,1
60,2,3,0,0,-1,7.21322,8.78717,1,0.141697,-0.18602,0.34,1
60,2,3,0,1,0,8.09836,8.14036,4,0.265418,0.125648,0.34,1
60,2,3,0,2,1,8.11943,9.42701,3,0.318347,0.186868,0.34,1
60,2,3,0,3,1,6.96713,7.53278,3,0.708511,-1.02967,0.34,1
60,2,3,0,4,0,6.47238,9.85424,0,-0.129123,-0.317843,0.34,1
60,2,3,0,5,4,6.10789,11.0646,0,0.0373922,-0.433303,0.34,1
60,2,3,0,6,5,5.15552,11.965,0,0.392216,-0.344986,0.34,1
60,2,3,0,7,6,4.37589,13.0342,0,0.764801,-0.200557,0.34,1
60,2,3,0,8,7,3.1331,13.5882,0,0.817279,-0.180294,0.34,1
60,3,4,0,0,-1,3.64981,7.86096,1,-0.062706,0.170024,0.57,1
60,3,4,0,1,0,2.72004,7.21187,8,0.203502,-0.212715,0.57,1
60,3,4,0,2,1,1.87636,6.67858,3,0.422201,-0.560089,0.57,1
60,3,4,0,3,0,4.68693,7.42386,8,0.117735,0.596049,0.57,1
60,3,4,0,4,3,5.58594,6.97826,3,0.301557,0.96529,0.57,1
60,3,4,0,5,0,3.59743,8.97637,8,-0.522613,0.14918,0.57,1
60,3,4,0,6,5,3.63619,9.97488,3,-0.934676,0.165846,0.57,1
60,4,1,1,0,-1,-13.2757,-7.55387,1,-1.59487e-05,7.68267e-06,0.699,1
60,4,1,1,1,0,-12.8463,-6.85528,2,5.60965e-06,7.10069e-06,0.699,1
60,4,1,1,2,0,-14.0952,-7.5314,8,-3.16748e-05,1.22829e-05,0.699,1
60,4,1,1,3,0,-12.8913,-8.14882,8,8.23495e-06,3.23696e-05,0.699,1
60,4,1,1,4,1,-12.4536,-6.21632,0,1.51701e-05,6.53251e-06,0.699,1
60,5,2,1,0,-1,18.8432,-18.8239,1,0.366262,-0.277467,0.089,1
60,5,2,1,1,0,19.1248,-19.7133,4,0.199361,-0.329951,0.089,1
60,5,2,1,2,1,19.7168,-18.457,3,0.375906,-0.417365,0.089,1
60,5,2,1,3,1,18.0897,-18.9054,3,0.302834,-0.168622,0.089,1
60,6,3,1,0,-1,-11.6966,15.0329,1,-0.255106,0.461084,0.339,1
60,6,3,1,1,0,-12.59,15.591,4,-0.494156,0.151185,0.339,1
60,6,3,1,2,1,-12.5114,14.2892,3,0.239225,0.228067,0.339,1
60,6,3,1,3,1,-11.3442,16.0677,3,-0.758144,0.803184,0.339,1
60,6,3,1,4,0,-10.7329,14.163,0,-0.106227,0.596586,0.339,1
60,6,3,1,5,4,-9.78184,13.1258,0,-0.381938,0.427038,0.339,1
60,6,3,1,6,5,-8.60886,12.4924,0,-0.483821,0.17622,0.339,1
60,6,3,1,7,6,-7.91988,11.3618,0,-0.265051,0.2597,0.339,1
60,6,3,1,8,7,-6.93334,10.4222,0,0.0757438,0.562217,0.339,1
60,7,4,1,0,-1,-1.78276,3.85118,1,0.153007,0.137469,0.571,1
60,7,4,1,1,0,-2.93793,3.55325,8,0.264901,-0.319846,0.571,1
60,7,4,1,2,1,-3.90774,3.30921,3,0.355042,-0.692537,0.571,1
60,7,4,1,3,0,-0.967852,2.97644,8,0.499691,0.447674,0.571,1
60,7,4,1,4,3,-0.318543,2.21397,3,0.802095,0.697919,0.571,1
60,7,4,1,5,0,-1.3649,4.96699,8,-0.312253,0.318911,0.571,1
60,7,4,1,6,5,-0.952683,5.87845,3,-0.709705,0.502375,0.571,1
60,8,4,2,0,-1,1.70136,-0.463277,1,0.145647,0.0271499,0.571,1
60,8,4,2,1,0,1.42301,0.701515,8,-0.386495,-0.0831176,0.571,1
60,8,4,2,2,1,1.2161,1.6841,3,-0.890849,-0.183393,0.571,1
60,8,4,2,3,0,0.900017,-1.35215,8,0.532693,-0.301451,0.571,1
60,8,4,2,4,3,0.215936,-2.0847,3,0.837967,-0.577299,0.571,1
60,8,4,2,5,0,2.79514,-0.92735,8,0.349487,0.444485,0.571,1
60,8,4,2,6,5,3.68092,-1.38602,3,0.532175,0.76247,0.571,1
60,9,2,2,0,-1,20.8027,-13.4685,1,0.245782,-0.141819,0.09,1
60,9,2,2,1,0,21.6651,-13.8254,4,0.231027,-0.176006,0.09,1
60,9,2,2,2,1,21.2586,-12.4562,3,0.274223,-0.162867,0.09,1
60,9,2,2,3,1,20.3963,-14.1694,3,0.218168,-0.125503,0.09,1
60,10,3,2,0,-1,-10.8816,12.3703,1,-0.380708,0.274936,0.338,1
60,10,3,2,1,0,-10.5365,13.3055,4,-0.580019,0.339993,0.338,1
60,10,3,2,2,1,-11.7277,12.759,3,-0.451885,0.0170085,0.338,1
60,10,3,2,4,0,-11.5456,11.3162,0,-0.150827,0.13197,0.338,1
60,10,3,2,5,4,-12.7215,10.8584,0,-0.107654,-0.0374042,0.338,1
60,10,3,2,6,5,-13.8136,10.2337,0,-0.107043,-0.0784798,0.338,1
60,10,3,2,7,6,-15.0726,10.3942,0,-0.120554,-0.0854958,0.338,1
60,10,3,2,8,7,-16.338,10.0065,0,-0.122707,-0.0923896,0.338,1
60,11,2,1,0,-1,13.6874,-11.717,1,0.0120115,0.0176001,0.089,1
60,11,2,1,1,0,12.6245,-12.122,4,-0.380779,-0.286161,0.089,1
60,11,2,1,2,1,13.8855,-12.699,3,-0.538359,-0.295208,0.089,1
60,11,2,1,3,1,13.2053,-10.9727,3,-0.714995,-0.265303,0.089,1
60,12,4,1,0,-1,2.86304,8.01908,1,-0.128025,-0.152935,0.569,0
60,12,4,1,1,0,1.74275,8.02581,8,-0.131442,-0.612426,0.569,0
60,12,4,1,2,1,0.746059,8.11974,3,-0.170585,-1.0211,0.569,0
60,12,4,1,3,0,3.46674,7.07194,8,0.261231,0.0942125,0.569,0
60,14,4,3,0,-1,2.11797,0.239224,1,-0.205437,0.203613,0.57,0
60,14,4,3,1,0,2.4875,1.37227,8,-0.614876,0.33121,0.57,0
60,14,4,3,2,1,2.83937,2.30669,3,-0.909524,0.438744,0.57,0
60,14,4,3,3,0,0.969867,-0.0519401,8,-0.0930803,-0.315555,0.57,0
60,14,4,3,4,3,-0.000284956,-0.279474,3,-0.00407394,-0.75294,0.57,0
60,16,4,2,0,-1,-2.10944,4.60601,1,-0.146963,0.0121248,0.57,0
60,16,4,2,1,0,-1.76714,5.75144,8,-0.644925,0.165504,0.57,0
60,16,4,2,2,1,-1.43694,6.69842,3,-1.05621,0.312785,0.57,0
60,16,4,2,3,0,-3.26777,4.33843,8,-0.0342012,-0.471468,0.57,0
60,16,4,2,4,3,-4.24882,4.15352,3,0.0412434,-0.872202,0.57,0
60,17,2,2,0,-1,15.3133,-10.0569,1,-0.369158,-0.0725648,0.09,1
60,17,2,2,1,0,14.4393,-9.43813,4,-0.03575,0.398029,0.09,1
60,17,2,2,2,1,14.799,-10.7867,3,-0.441993,0.299754,0.09,1
60,17,2,2,3,1,15.7777,-9.27858,3,0.055498,-0.170417,0.09,1
60,18,2,3,0,-1,21.5259,-13.1179,1,0.260877,-0.170524,0.089,0
60,19,2,2,0,-1,16.8007,-19.8576,1,0.157976,-0.144533,0.088,1
60,19,2,2,1,0,17.6747,-20.1908,4,0.0953706,-0.230651,0.088,1
60,19,2,2,2,1,17.2775,-18.8122,3,0.106433,-0.237377,0.088,1
60,19,2,2,3,1,16.4256,-20.5931,3,0.0798773,-0.185978,0.088,1
60,20,1,1,0,-1,-11.8296,-11.859,1,0.00263366,-0.00207415,0.701,0
60,20,1,1,1,0,-12.1781,-12.6085,8,0.00935928,-0.0179139,0.701,0
60,20,1,1,2,0,-11.0135,-11.7991,8,0.0017319,0.00124491,0.701,0
60,21,2,3,0,-1,15.1308,-9.28991,1,0.0552022,0.00158861,0.091,0
60,21,2,3,1,0,14.5073,-10.1513,4,-0.593717,0.47601,0.091,0
60,22,2,1,0,-1,14.7343,-23.3271,1,-0.0795455,0.4179,0.089,0
60,23,5,3,0,-1,17.5076,-19.4839,1,0.233096,-0.175165,0.063,0
60,24,2,2,0,-1,14.4756,-11.442,1,0.0235198,-0.510204,0.089,1
60,24,2,2,1,0,14.6963,-12.466,4,-0.686722,-0.587795,0.089,1
60,24,2,2,2,1,15.8236,-11.6151,3,-0.174169,-1.1183,0.089,1
60,24,2,2,3,1,13.4686,-11.8499,3,-1.24011,-0.962143,0.089,1
60,25,3,1,0,-1,7.18417,9.66906,1,0.184491,-0.300801,0.34,0
60,25,3,1,1,0,6.24524,9.23891,4,0.494998,-1.28788,0.34,0
60,25,3,1,2,1,7.54749,9.16569,3,0.305961,-0.78989,0.34,0
60,27,3,2,0,-1,-11.9507,15.7913,1,-0.433804,0.376236,0.338,0
60,27,3,2,1,0,-12.0968,16.782,4,-0.330351,0.385054,0.338,0
90,0,1,0,0,-1,-11.7614,-10.0572,1,0.0498523,-0.0755095,0.7,1
90,0,1,0,1,0,-11.0191,-9.68228,8,0.112643,-0.0192186,0.7,1
90,0,1,0,2,0,-12.4491,-9.60545,8,0.150767,0.00748988,0.7,1
90,0,1,0,3,0,-11.8774,-10.7645,8,-0.318237,-0.0635747,0.7,1
90,0,1,0,4,1,-10.3656,-9.29503,0,-0.0344608,0.324826,0.7,1
90,1,2,0,0,-1,1.80943,-16.9135,1,-0.658834,0.239474,0.09,1
90,1,2,0,1,0,0.761914,-17.1565,4,-0.469098,-0.386052,0.09,1
90,1,2,0,2,1,1.86851,-18.0186,3,0.0756918,0.273153,0.09,1
90,1,2,0,3,1,1.43352,-16.0392,3,-1.33908,0.212428,0.09,1
90,2,3,0,0,-1,7.87959,11.2331,1,-0.371795,-0.384249,0.34,1
90,2,3,0,1,0,6.80331,11.4425,4,-0.440836,-0.728546,0.34,1
90,2,3,0,2,1,7.20683,10.2399,3,-0.0186863,-0.602779,0.34,1
90,2,3,0,3,1,7.60395,12.4464,3,-0.573544,-0.648604,0.34,1
90,2,3,0,4,0,9.16065,11.1169,0,-0.33347,-0.161949,0.34,1
90,2,3,0,5,4,10.5161,10.9179,0,-0.258048,-0.00983336,0.34,1
90,2,3,0,6,5,11.6751,11.3764,0,-0.346911,0.23383,0.34,1
90,2,3,0,7,6,12.8878,11.6311,0,-0.358003,0.218922,0.34,1
90,2,3,0,8,7,13.6155,12.7264,0,-0.175015,0.0809448,0.34,1
90,3,4,0,0,-1,3.06966,8.51116,1,-0.130306,0.215925,0.57,1
90,3,4,0,1,0,2.13738,9.08849,8,-0.270207,0.0261349,0.57,1
90,3,4,0,2,1,1.30833,9.6067,3,-0.37003,-0.115696,0.57,1
90,3,4,0,3,0,2.60019,7.51758,8,0.296759,-0.0277278,0.57,1
90,3,4,0,4,3,1.96468,6.7629,3,0.588668,-0.298051,0.57,1
90,3,4,0,5,0,3.92619,9.20886,8,-0.328778,0.439672,0.57,1
90,3,4,0,6,5,4.693,9.83305,3,-0.465205,0.592869,0.57,1
90,4,1,1,0,-1,-13.1989,-7.40333,1,-0.00173712,0.00474339,0.699,1
90,4,1,1,1,0,-12.8377,-6.66691,2,-0.000622257,0.00375028,0.699,1
90,4,1,1,2,0,-14.0199,-7.44375,8,-0.00157783,0.00690622,0.699,1
90,4,1,1,3,0,-12.7478,-7.95177,8,-0.00210658,0.00443991,0.699,1
90,4,1,1,4,1,-12.5068,-5.99366,0,0.000616988,0.00287857,0.699,1
90,6,3,1,0,-1,-8.48254,19.2757,1,0.0993155,-0.440215,0.339,1
90,6,3,1,1,0,-7.96785,18.3917,4,-0.0994078,-0.54457,0.339,1
90,6,3,1,2,1,-7.33695,19.5187,3,0.275946,-0.740371,0.339,1
90,6,3,1,3,1,-9.18638,18.8975,3,0.0114228,-0.263402,0.339,1
90,6,3,1,4,0,-9.25707,20.2827,0,0.20818,-0.367483,0.339,1
90,6,3,1,5,4,-10.2426,21.1634,0,0.235951,-0.293728,0.339,1
90,6,3,1,6,5,-11.5448,21.0857,0,0.193964,-0.0534534,0.339,1
90,6,3,1,7,6,-12.8381,21.1395,0,0.190809,0.206235,0.339,1
90,6,3,1,8,7,-13.9694,20.4098,0,0.0442664,0.424784,0.339,1
90,7,4,1,0,-1,-2.08244,0.827724,1,0.215658,-0.143075,0.571,1
90,7,4,1,1,0,-1.28607,-0.0309029,8,0.356313,0.0175181,0.571,1
90,7,4,1,2,1,-0.608436,-0.749275,3,0.491455,0.160977,0.571,1
90,7,4,1,3,0,-1.51556,1.85712,8,0.1061,-0.100268,0.571,1
90,7,4,1,4,3,-0.904942,2.63849,3,0.0350265,-0.057683,0.571,1
90,7,4,1,5,0,-3.22218,0.496055,8,0.315323,-0.418789,0.571,1
90,7,4,1,6,5,-4.1822,0.231151,3,0.396886,-0.666893,0.571,1
90,8,4,2,0,-1,-0.0881127,4.44663,1,-0.0775222,-0.0620753,0.571,1
90,8,4,2,1,0,-0.683415,5.47466,8,-0.207765,-0.122455,0.571,1
90,8,4,2,2,1,-1.18343,6.33702,3,-0.324283,-0.168505,0.571,1
90,8,4,2,3,0,-0.852713,3.59034,8,-0.0856304,-0.157582,0.571,1
90,8,4,2,4,3,-1.60174,2.96532,3,-0.116578,-0.18642,0.571,1
90,8,4,2,5,0,1.12202,4.59479,8,-0.10745,0.283136,0.571,1
90,8,4,2,6,5,2.09877,4.81268,3,-0.250402,0.666009,0.571,1
90,10,3,2,0,-1,-14.3258,7.5832,1,-0.246415,0.518295,0.338,1
90,10,3,2,1,0,-15.3409,7.83258,4,-0.199718,1.05427,0.338,1
90,10,3,2,2,1,-15.1893,6.54534,3,-0.938822,1.05011,0.338,1
90,10,3,2,4,0,-13.0561,7.48193,0,-0.251431,0.0160872,0.338,1
90,10,3,2,5,4,-11.7562,7.7873,0,-0.268896,-0.0946284,0.338,1
90,10,3,2,6,5,-10.7549,8.69595,0,-0.228011,-0.126254,0.338,1
90,10,3,2,7,6,-9.503,9.15431,0,-0.143999,-0.220868,0.338,1
90,10,3,2,8,7,-8.52625,10.1066,0,0.150426,-0.464629,0.338,1
90,11,2,1,0,-1,8.52509,-10.7019,1,0.243005,-0.249304,0.089,1
90,11,2,1,1,0,9.50249,-11.1143,4,0.330497,-0.0111667,0.089,1
90,11,2,1,2,1,9.08658,-9.79097,3,0.195093,-0.100304,0.089,1
90,11,2,1,3,1,8.27579,-11.5898,3,0.408533,-0.284765,0.089,1
90,12,4,1,0,-1,2.90487,9.27347,1,-0.255794,0.214785,0.569,0
90,12,4,1,1,0,2.30795,10.188,8,-0.546575,-0.0011402,0.569,0
90,12,4,1,2,1,1.83317,11.0502,3,-0.832692,-0.180045,0.569,0
90,12,4,1,3,0,2.3518,8.30393,8,-0.0738778,0.132022,0.569,0
90,14,4,3,0,-1,1.22128,-3.99389,1,0.0803538,-0.196186,0.57,1
90,14,4,3,1,0,1.72456,-2.91804,8,-0.278647,-0.0240301,0.57,1
90,14,4,3,2,1,2.17285,-2.0261,3,-0.622947,0.146079,0.57,1
90,14,4,3,3,0,0.0346726,-4.01704,8,0.0784542,-0.561664,0.57,1
90,14,4,3,4,3,-0.959645,-3.95649,3,0.0510657,-0.852907,0.57,1
90,14,4,3,5,0,1.95538,-4.92839,8,0.289668,-0.0599537,0.57,1
90,14,4,3,6,5,2.56531,-5.71586,3,0.420305,0.0220296,0.57,1
90,17,2,2,0,-1,10.2692,-7.14479,1,-0.604868,0.170189,0.09,1
90,17,2,2,1,0,9.43133,-6.56771,4,-0.376481,0.053054,0.09,1
90,17,2,2,2,1,9.67856,-7.93423,3,-0.39377,-0.111164,0.09,1
90,17,2,2,3,1,10.7849,-6.3894,3,-0.257126,0.0256298,0.09,1
90,20,1,1,0,-1,-12.465,-13.4252,1,-0.00215682,-0.00820796,0.701,1
90,20,1,1,1,0,-12.2796,-14.2239,8,-0.000989941,-0.00780461,0.701,1
90,20,1,1,2,0,-11.866,-12.8653,8,-0.00244936,-0.00787366,0.701,1
90,20,1,1,3,0,-13.1565,-13.2718,8,-0.00247922,-0.00945785,0.701,1
90,20,1,1,4,1,-12.1099,-14.9545,0,0.000319083,-0.00742463,0.701,1
90,21,2,3,0,-1,11.2852,-9.49535,1,-0.77893,-0.0348775,0.091,1
90,21,2,3,1,0,10.4498,-10.155,4,-0.476602,-0.414973,0.091,1
90,21,2,3,2,1,11.8053,-10.5252,3,-0.287133,0.241415,0.091,1
90,21,2,3,3,1,10.4788,-8.85163,3,-1.04487,-0.402808,0.091,1
90,24,2,2,0,-1,1.76021,-15.1303,1,-0.593569,-0.180534,0.089,1
90,24,2,2,1,0,2.29626,-14.2449,4,-0.137918,-0.267978,0.089,1
90,24,2,2,2,1,0.874317,-14.4632,3,-0.0515451,0.174804,0.089,1
90,24,2,2,3,1,2.57323,-15.5392,3,-0.666102,-0.236124,0.089,1
90,25,3,1,0,-1,15.1602,17.2662,1,-0.160162,0.212978,0.34,1
90,25,3,1,1,0,15.5193,18.2964,4,-0.303445,0.25957,0.34,1
90,25,3,1,2,1,14.2689,18.096,3,-0.260823,-0.0229293,0.34,1
90,25,3,1,3,1,16.295,17.2684,3,-0.125159,0.389959,0.34,1
90,25,3,1,4,0,14.8921,16.0264,0,-0.00660929,0.190292,0.34,1
90,25,3,1,5,4,14.5116,14.7125,0,0.168226,0.171234,0.34,1
90,25,3,1,6,5,14.7177,13.3965,0,0.249767,0.175304,0.34,1
90,25,3,1,7,6,14.4785,12.098,0,0.0775668,0.174374,0.34,1
90,25,3,1,8,7,14.8054,10.7744,0,-0.308954,0.0885068,0.34,1
90,26,3,3,0,-1,-14.396,8.36627,1,0.00597967,0.540244,0.337,0
90,26,3,3,1,0,-13.872,9.27757,4,0.306886,0.466947,0.337,0
90,26,3,3,2,1,-15.1488,9.52256,3,0.306839,0.335904,0.337,0
90,26,3,3,3,1,-13.6153,8.02223,3,0.0982836,0.462309,0.337,0
90,26,3,3,4,0,-14.8869,7.15277,0,-0.989724,0.827576,0.337,0
90,26,3,3,5,4,-15.6615,6.03401,0,-0.915589,0.35458,0.337,0
90,26,3,3,6,5,-16.2506,4.89994,0,0.17139,-0.424637,0.337,0
90,28,2,3,0,-1,4.76897,-14.4391,1,-0.0567723,0.409382,0.088,1
90,28,2,3,1,0,5.28378,-13.5436,4,0.508405,0.194033,0.088,1
90,28,2,3,2,1,3.95824,-14.0115,3,0.169062,1.20807,0.088,1
90,28,2,3,3,1,5.45898,-14.8596,3,0.120941,0.187427,0.088,1
90,29,4,4,0,-1,4.72635,-0.0186901,1,-0.171971,0.260844,0.569,1
90,29,4,4,1,0,4.16146,1.01985,8,-0.368094,0.18777,0.569,1
90,29,4,4,2,1,3.69821,1.89743,3,-0.44801,0.166842,0.569,1
